Unnamed: 0,Drug1_ID,Drug2_ID,Label,y_preds_6,y_preds_8,y_preds_10,p_ave
15386,1298,5089,0,0.98925924,0.8590898,0.9063798,0.918242947
15387,7639,1348,0,1.80E-05,0.000413537,0.000319779,0.000250439
15388,6985,1751,0,5.76E-05,1.87E-05,4.34E-06,2.69E-05
15389,4668,2876,0,0.6735318,0.44714817,0.9733137,0.69799789
15390,9618,5639,0,0.005519331,0.001647085,0.000466764,0.002544393
15391,DB00193,DB00514,1,0.99948096,0.9988874,0.967703,0.988690453
15392,DB00834,DB08877,1,0.99915636,0.9996509,0.99970245,0.999503237
15393,DB01045,DB08916,1,0.9998431,0.99773145,0.9995636,0.99904605
15394,DB00830,DB01001,1,0.99657464,0.9992949,0.9865509,0.994140147
15395,7236,218,0,2.91E-05,0.005616069,0.005555213,0.003733461
15396,DB01558,DB05271,1,0.9998708,0.99967396,0.9996563,0.999733687
15397,DB00332,DB00850,1,0.99942017,0.9961436,0.9949168,0.996826857
15398,DB00204,DB01104,1,0.997599,0.9993907,0.9983715,0.998453733
15399,DB00458,DB00908,1,0.9998969,0.9986136,0.99851954,0.999010013
15400,3726,3395,0,2.84E-07,4.67E-07,6.06E-06,2.27E-06
15401,DB00715,DB01176,1,0.99989855,0.9993807,0.9990499,0.99944305
15402,9396,3764,0,1.66E-05,4.67E-05,0.000194997,8.61E-05
15403,6962,284,0,8.04E-05,1.21E-07,1.15E-06,2.72E-05
15404,533,350,0,0.89816546,0.11931062,0.8910964,0.636190827
15405,7402,4721,0,0.016067922,0.40150666,0.4633615,0.293645361
15406,DB00203,DB00360,1,0.04957038,0.90195155,0.040076166,0.330532699
15407,DB00295,DB00752,1,0.9995536,0.9988259,0.99430454,0.997561347
15408,DB00653,DB01558,1,0.97524464,0.9997393,0.96835977,0.98111457
15409,5649,6762,0,6.39E-07,6.55E-06,6.40E-05,2.37E-05
15410,4439,9365,0,2.05E-05,2.42E-06,0.00013122,5.14E-05
15411,DB00573,DB06696,1,0.9918326,0.9983716,0.99960864,0.99660428
15412,8670,3967,0,0.04404536,0.035795122,0.19131884,0.090386441
15413,DB01085,DB09271,1,0.04791391,0.26192707,0.30746257,0.20576785
15414,DB01032,DB01399,1,0.9995692,0.99359447,0.99743783,0.996867167
15415,5507,7791,0,7.14E-06,2.42E-06,0.000112034,4.05E-05
15416,DB00214,DB00780,1,0.99992067,0.9994332,0.9980352,0.99912969
15417,DB00586,DB00861,1,0.95990384,0.9980812,0.98737353,0.98178619
15418,4695,7362,0,3.82E-07,2.96E-07,6.94E-06,2.54E-06
15419,7201,1235,0,4.14E-05,1.05E-05,6.51E-06,1.95E-05
15420,4099,4994,0,0.000560284,3.90E-05,0.000153184,0.000250823
15421,DB00414,DB09123,1,0.9994801,0.9988265,0.99787104,0.99872588
15422,9224,8649,0,7.77E-06,2.26E-05,0.000114662,4.83E-05
15423,DB00910,DB01072,1,0.99982667,0.9925282,0.9990903,0.99714839
15424,DB00542,DB09220,1,0.99775326,0.9788922,0.9516193,0.976088253
15425,DB00564,DB00687,1,0.99942327,0.9993378,0.99869496,0.99915201
15426,8105,2587,0,2.98E-06,2.73E-06,3.83E-05,1.47E-05
15427,DB00344,DB00767,1,0.9965896,0.99953336,0.9978318,0.99798492
15428,DB00458,DB01021,1,0.9996489,0.99965435,0.9993708,0.999558017
15429,DB00196,DB01211,1,0.9989815,0.99903107,0.9995189,0.999177157
15430,DB00470,DB04844,1,0.9998165,0.99978566,0.99961877,0.99974031
15431,DB05109,DB05521,1,0.98733497,0.999303,0.99174654,0.992794837
15432,DB00196,DB00921,1,0.9996588,0.99925363,0.99720776,0.99870673
15433,2321,7950,0,2.49E-06,0.004887015,2.27E-05,0.001637402
15434,1804,4943,0,1.27E-05,3.80E-05,7.63E-05,4.23E-05
15435,3902,511,0,0.87191534,0.003043443,0.7060583,0.527005694
15436,DB00679,DB09097,1,0.99412084,0.99134374,0.9937475,0.993070693
15437,DB00559,DB01259,1,0.99913496,0.9995612,0.99985063,0.999515597
15438,DB00573,DB01418,1,0.99201906,0.99516594,0.9984906,0.9952252
15439,DB00477,DB00843,1,0.9999265,0.999148,0.99037516,0.99648322
15440,970,4436,0,1.91E-05,3.38E-06,1.54E-05,1.26E-05
15441,7927,1504,0,0.01956588,0.86081934,0.7035208,0.527968673
15442,DB08868,DB09330,1,0.9772257,0.8604338,0.2263895,0.688016333
15443,DB00651,DB00983,1,0.99946284,0.98298216,0.98950195,0.990648983
15444,DB00321,DB00794,1,0.9991929,0.99964905,0.99893284,0.999258263
15445,DB01045,DB01601,1,0.998911,0.9981079,0.9969279,0.997982267
15446,DB04924,DB06153,1,0.9998551,0.99922216,0.99957967,0.99955231
15447,DB08899,DB09119,1,0.9930948,0.9997723,0.99866366,0.99717692
15448,1041,7338,0,4.13E-07,1.35E-07,4.47E-07,3.32E-07
15449,8048,7241,0,0.000183523,0.000879496,0.00037992,0.00048098
15450,9224,7252,0,4.76E-05,0.011700541,0.001066566,0.004271569
15451,6531,655,0,5.83E-07,4.12E-08,2.23E-07,2.82E-07
15452,DB01045,DB01234,1,0.9991466,0.9994253,0.9996169,0.999396267
15453,DB01264,DB06636,1,0.99900174,0.99901676,0.9995366,0.999185033
15454,DB00884,DB01339,1,0.99718577,0.9709079,0.95984936,0.97598101
15455,8198,537,0,2.00E-07,6.54E-08,1.16E-06,4.75E-07
15456,4474,508,0,2.23E-06,1.20E-05,7.48E-05,2.97E-05
15457,7341,1820,0,2.33E-07,2.34E-06,1.84E-07,9.19E-07
15458,8701,8960,0,2.53E-06,0.001128465,6.50E-06,0.000379165
15459,8043,4015,0,0.1082398,6.55E-05,0.015429705,0.041245002
15460,DB00366,DB01068,1,0.99854916,0.9971063,0.9998355,0.998496987
15461,DB00623,DB01149,1,0.99962634,0.99820054,0.9998989,0.999241927
15462,5181,9073,0,7.85E-06,1.26E-05,2.48E-06,7.64E-06
15463,2642,3507,0,1.00E-06,0.044535697,0.5154556,0.186664099
15464,9510,4463,0,3.27E-06,1.93E-06,0.000968546,0.000324582
15465,DB00682,DB00773,1,0.99163616,0.9935291,0.8729974,0.952720887
15466,DB01032,DB01155,1,0.99316806,0.98594993,0.9277659,0.968961297
15467,4044,2349,0,0.009798139,0.003907263,0.22375056,0.079151987
15468,DB01197,DB01377,1,0.9992341,0.99978995,0.9958343,0.998286117
15469,8064,5784,0,2.97E-05,0.053642035,0.000206143,0.017959293
15470,5330,3619,0,1.80E-07,3.20E-07,0.000109316,3.66E-05
15471,DB00613,DB09054,1,0.99958706,0.99541557,0.9979182,0.997640277
15472,8353,8660,0,5.28E-06,2.94E-06,3.11E-06,3.78E-06
15473,8008,3962,0,0.36282876,0.9726392,0.09855953,0.478009163
15474,5857,747,0,0.000167131,2.03E-06,1.08E-05,6.00E-05
15475,DB00390,DB00997,1,0.97657037,0.98907423,0.971702,0.979115533
15476,DB00422,DB01064,1,0.9991405,0.9997463,0.999593,0.999493267
15477,DB01354,DB01395,1,0.9996488,0.9996703,0.9971666,0.998828567
15478,DB00956,DB00999,1,0.99997693,0.9995928,0.9998565,0.999808743
15479,1783,6310,0,1.37E-06,1.28E-07,3.20E-07,6.06E-07
15480,8808,3896,0,1.34E-06,1.92E-07,0.006271631,0.002091054
15481,6005,6945,0,7.04E-05,1.16E-05,1.35E-05,3.18E-05
15482,5749,1150,0,5.87E-05,9.94E-08,1.69E-06,2.02E-05
15483,8505,8337,0,8.91E-07,0.000503719,1.92E-05,0.000174603
15484,DB00611,DB06274,1,0.9877948,0.97600186,0.5713056,0.845034087
15485,DB00367,DB00974,1,0.99950993,0.99970233,0.9994032,0.999538487
15486,DB00311,DB01397,1,0.8200569,0.9896344,0.9185058,0.909399033
15487,DB01339,DB03615,1,0.9233346,0.99295986,0.9891156,0.96847002
15488,DB00266,DB09050,1,0.9857495,0.9973277,0.99252605,0.99186775
15489,578,3683,0,0.6953783,0.26310068,0.8670112,0.608496727
15490,5299,8782,0,3.08E-07,1.80E-06,7.55E-06,3.22E-06
15491,DB00715,DB06282,1,0.9999666,0.99905896,0.9994881,0.999504553
15492,DB05239,DB09118,1,0.997821,0.99565494,0.974743,0.989406313
15493,8095,7258,0,7.73E-07,1.13E-05,6.43E-06,6.17E-06
15494,DB08933,DB09401,1,0.97948325,0.6538328,0.97691,0.87007535
15495,207,503,0,0.000690609,1.70E-05,4.73E-06,0.000237446
15496,266,3499,0,1.06E-05,5.88E-07,5.57E-07,3.92E-06
15497,9261,6377,0,3.56E-06,7.25E-05,6.08E-06,2.74E-05
15498,1714,3654,0,8.06E-07,5.78E-06,0.000163525,5.67E-05
15499,2442,8378,0,6.02E-07,5.46E-05,6.96E-07,1.86E-05
15500,DB00188,DB01175,1,0.9978043,0.99946046,0.99753416,0.998266307
15501,DB01235,DB08931,1,0.3892741,0.99895763,0.4657603,0.617997343
15502,DB00437,DB00695,1,0.9994421,0.96780443,0.9850948,0.984113777
15503,8874,7364,0,5.82E-07,4.53E-07,3.37E-07,4.57E-07
15504,DB00150,DB00472,1,0.6186553,0.9683778,0.2160798,0.601037633
15505,DB01074,DB01164,1,0.82634085,0.9966558,0.96587783,0.929624827
15506,DB00752,DB01288,1,0.9995613,0.99706,0.9981139,0.998245067
15507,DB00328,DB01032,1,0.9985721,0.95766586,0.85996544,0.938734467
15508,DB00761,DB09076,1,0.9974207,0.84338653,0.9889581,0.94325511
15509,DB00266,DB00615,1,0.9994161,0.99910486,0.9987809,0.99910062
15510,DB00204,DB00661,1,0.99966246,0.9985603,0.9994087,0.999210487
15511,4014,7996,0,1.85E-06,0.56090814,0.000132144,0.187014045
15512,DB00854,DB06767,1,0.9919503,0.98897743,0.9910485,0.990658743
15513,DB01080,DB01320,1,0.998521,0.9995079,0.99878323,0.998937377
15514,DB00790,DB08976,1,0.99948704,0.98946416,0.99373806,0.994229753
15515,4686,6151,0,0.0375897,0.2064817,0.7340676,0.326046333
15516,DB00368,DB01236,1,0.9706632,0.9346746,0.97096443,0.95876741
15517,9293,955,0,2.10E-05,0.000222176,0.001032352,0.000425176
15518,6251,1106,0,0.10374609,0.6094047,0.001038373,0.238063054
15519,DB00177,DB00964,1,0.920345,0.9996889,0.9929439,0.9709926
15520,DB04905,DB06589,1,0.9989747,0.9967392,0.99812764,0.99794718
15521,DB00413,DB00555,1,0.99979335,0.99989474,0.9998317,0.99983993
15522,DB00672,DB06789,1,0.99901146,0.99820614,0.99507916,0.997432253
15523,4116,7359,0,6.57E-07,5.75E-06,1.40E-06,2.60E-06
15524,9016,6165,0,5.43E-05,0.000200599,0.001502663,0.000585854
15525,7141,2682,0,0.000162363,0.000159472,0.000268817,0.000196884
15526,7400,9097,0,8.89E-07,1.41E-06,3.24E-06,1.85E-06
15527,3630,7037,0,0.9450528,0.9586036,0.5516315,0.8184293
15528,7843,7349,0,3.92E-07,8.00E-05,9.46E-07,2.71E-05
15529,DB00493,DB01418,1,0.99604523,0.9997288,0.99800104,0.997925023
15530,4750,6366,0,2.33E-07,1.37E-07,8.23E-07,3.98E-07
15531,2681,320,0,0.001219481,0.92634,0.96771765,0.631759044
15532,DB00201,DB00938,1,0.9965067,0.9909022,0.992324,0.9932443
15533,228,231,0,4.06E-07,0.002521992,9.33E-06,0.000843909
15534,8040,9565,0,1.24E-05,2.65E-06,2.85E-05,1.45E-05
15535,5948,991,0,8.41E-06,0.001182705,0.003459215,0.00155011
15536,DB01263,DB04845,1,0.9969946,0.9960387,0.9989114,0.9973149
15537,DB00555,DB01211,1,0.99984634,0.9994341,0.9957068,0.99832908
15538,1103,2493,0,1.43E-06,0.002578586,0.001753658,0.001444558
15539,782,1968,0,1.00E-05,3.78E-05,0.03592652,0.01199144
15540,3369,2573,0,0.06985119,0.3885975,0.25692466,0.238457783
15541,DB00860,DB08873,1,0.9992156,0.9981814,0.9997202,0.999039067
15542,1439,8004,0,0.8252959,0.368571,0.21879953,0.47088881
15543,3235,6507,0,5.12E-07,1.45E-05,6.05E-07,5.21E-06
15544,7860,8191,0,1.16E-05,0.000176162,0.000916451,0.000368071
15545,DB06589,DB08860,1,0.9933044,0.9784515,0.9965147,0.989423533
15546,3245,2283,0,5.22E-05,0.022015244,2.58E-05,0.007364415
15547,DB00321,DB06603,1,0.999962,0.9995247,0.9988873,0.999458
15548,DB00408,DB00494,1,0.9981331,0.99942636,0.99662685,0.998062103
15549,5102,5938,0,5.03E-07,1.53E-05,5.70E-06,7.17E-06
15550,7224,5076,0,0.000212848,0.13551944,0.01953429,0.051755526
15551,6680,5832,0,0.000116546,0.002311945,0.006109059,0.00284585
15552,1478,5421,0,2.47E-07,1.23E-07,2.16E-06,8.43E-07
15553,DB00258,DB00622,1,0.98336285,0.9827238,0.9970273,0.98770465
15554,6515,6154,0,1.88E-07,1.19E-07,5.95E-07,3.01E-07
15555,312,9281,0,0.2685206,0.97806466,0.91858256,0.721722607
15556,3499,5947,0,2.09E-06,4.48E-06,7.00E-07,2.42E-06
15557,5629,7015,0,7.71E-06,3.42E-06,4.13E-05,1.75E-05
15558,DB00420,DB00765,1,0.9971692,0.9974821,0.9995485,0.9980666
15559,8701,4549,0,0.004150719,0.5503833,0.006337017,0.186957012
15560,9233,857,0,0.000179768,0.000114087,0.003954351,0.001416069
15561,DB00270,DB01609,1,0.99989796,0.9997319,0.99858403,0.99940463
15562,7096,4064,0,1.64E-06,0.000209898,8.92E-07,7.08E-05
15563,3764,2200,0,6.06E-05,0.000338614,0.006343871,0.002247695
15564,4782,1007,0,0.4252543,0.001229286,0.08073813,0.169073905
15565,DB00594,DB00813,1,0.9996326,0.99828553,0.97322774,0.990381957
15566,6069,431,0,5.43E-06,0.004735678,2.83E-05,0.001589803
15567,DB00673,DB00683,1,0.999856,0.99896455,0.99900335,0.999274633
15568,3716,2452,0,4.57E-07,5.96E-05,1.87E-05,2.63E-05
15569,DB01418,DB01551,1,0.9991835,0.99533165,0.9922765,0.995597217
15570,51,2034,0,0.99617743,0.93638337,0.9859966,0.972852467
15571,6241,2662,0,0.000620991,6.85E-05,2.95E-06,0.000230814
15572,DB00542,DB00862,1,0.9947006,0.9985861,0.9916793,0.994988667
15573,3979,4718,0,1.37E-06,0.000170529,4.61E-07,5.75E-05
15574,9274,8112,0,0.39012218,0.5310208,0.999596,0.640246327
15575,DB00458,DB09280,1,0.9811082,0.9759786,0.9841817,0.980422833
15576,4296,4973,0,3.51E-07,7.17E-06,1.53E-06,3.02E-06
15577,DB00864,DB08895,1,0.99842393,0.99963075,0.99956185,0.99920551
15578,7022,8459,0,2.35E-05,0.000308275,1.85E-06,0.000111208
15579,DB00215,DB09167,1,0.99996996,0.99981344,0.99972916,0.99983752
15580,DB00146,DB01418,1,0.98883,0.9893539,0.9934317,0.990538533
15581,DB00370,DB01558,1,0.9998651,0.9997897,0.99980533,0.999820043
15582,8207,3710,0,1.57E-05,0.000411302,4.52E-05,0.000157401
15583,DB00615,DB09291,1,0.9999182,0.99847114,0.99982166,0.999403667
15584,959,8023,0,5.35E-06,0.04328221,2.80E-06,0.01443012
15585,DB00479,DB00671,1,0.99998176,0.9999896,0.9999324,0.99996792
15586,1961,4848,0,0.000150621,1.04E-05,6.02E-06,5.57E-05
15587,DB00338,DB01254,1,0.99714684,0.99896556,0.9997055,0.998605967
15588,5144,6756,0,0.001010746,0.13087747,0.001820982,0.044569733
15589,147,5831,0,0.92762184,0.9025805,0.9828161,0.937672813
15590,DB00468,DB00594,1,0.99826014,0.99852157,0.99857944,0.998453717
15591,1255,8592,0,0.74237627,0.8644042,0.9986516,0.868477357
15592,DB00268,DB01609,1,0.99983025,0.99961066,0.9981825,0.999207803
15593,DB00370,DB00996,1,0.99772537,0.9613161,0.9993142,0.986118557
15594,DB00830,DB09042,1,0.99890566,0.9939964,0.9995915,0.997497853
15595,DB09034,DB09072,1,0.99995804,0.99925244,0.9998076,0.999672693
15596,DB01058,DB08912,1,0.99669707,0.9993049,0.9976847,0.997895557
15597,DB00370,DB01254,1,0.9986663,0.9991472,0.9998152,0.999209567
15598,8566,1032,0,1.36E-05,3.71E-05,4.52E-05,3.20E-05
15599,6835,9549,0,2.31E-05,0.000203103,0.006106496,0.0021109
15600,4389,7721,0,0.005031645,0.91519964,0.001590103,0.307273796
15601,DB00376,DB06148,1,0.9997766,0.99775785,0.9948944,0.997476283
15602,7399,669,0,2.39E-05,0.7675929,8.95E-06,0.25587525
15603,9024,570,0,1.35E-06,0.000164479,6.12E-05,7.57E-05
15604,DB00468,DB00612,1,0.99942356,0.99350286,0.9919516,0.99495934
15605,7399,672,0,6.02E-06,0.20822936,0.00244239,0.070225923
15606,DB00382,DB00455,1,0.9961619,0.98602164,0.96868783,0.98362379
15607,1822,4973,0,6.25E-06,0.015503645,0.69687456,0.237461485
15608,DB00224,DB00564,1,0.99932444,0.9997982,0.9993272,0.99948328
15609,DB00415,DB00682,1,0.99564266,0.9998371,0.99864584,0.998041867
15610,DB01069,DB01233,1,0.9999449,0.9997968,0.9974578,0.9990665
15611,1262,6628,0,0.000713825,0.008007407,0.033461183,0.014060805
15612,DB00945,DB08918,1,0.9994333,0.9966719,0.99875474,0.998286647
15613,3692,5247,0,4.21E-05,0.008702278,0.001183987,0.003309455
15614,7714,7520,0,5.51E-06,8.46E-05,0.000387549,0.00015922
15615,5172,9453,0,0.060950845,0.40353423,7.55E-06,0.154830875
15616,3727,141,0,2.28E-06,3.39E-06,1.58E-05,7.16E-06
15617,DB00678,DB01136,1,0.98756164,0.9913576,0.9939655,0.99096158
15618,8029,1456,0,2.70E-06,8.03E-06,0.012260675,0.004090468
15619,2391,354,0,0.010697037,0.00226292,0.00322926,0.005396406
15620,2000,1154,0,0.002536029,2.16E-05,2.14E-05,0.000859676
15621,DB01104,DB09167,1,0.9984098,0.9999264,0.99798644,0.998774213
15622,DB01259,DB09027,1,0.8526182,0.9981753,0.99852026,0.949771253
15623,DB00620,DB01251,1,0.9989648,0.99978924,0.99804306,0.998932367
15624,DB00906,DB00921,1,0.99938875,0.9254566,0.99186754,0.97223763
15625,DB00660,DB01017,1,0.8493885,0.9800726,0.9991572,0.942872767
15626,DB01149,DB08875,1,0.872435,0.99152994,0.99362576,0.952530233
15627,2063,5730,0,6.19E-06,1.39E-07,0.000122198,4.28E-05
15628,DB01254,DB08816,1,0.99980026,0.99861336,0.9996318,0.999348473
15629,DB00091,DB01136,1,0.99776053,0.9952251,0.99662185,0.996535827
15630,DB00266,DB01067,1,0.9985764,0.9988464,0.9985062,0.998643
15631,9343,4591,0,0.014909059,0.08299175,0.2250326,0.10764447
15632,DB00458,DB08933,1,0.9996738,0.9985111,0.9982562,0.9988137
15633,DB00206,DB00972,1,0.99922377,0.9990686,0.9995323,0.99927489
15634,7698,3305,0,2.47E-06,3.83E-06,4.32E-05,1.65E-05
15635,5457,8601,0,6.63E-07,3.20E-06,1.21E-05,5.32E-06
15636,6982,8276,0,6.10E-05,1.08E-05,5.85E-07,2.41E-05
15637,6822,1798,0,0.000104721,2.16E-05,1.02E-05,4.55E-05
15638,DB00687,DB00880,1,0.9998297,0.9971585,0.99860895,0.998532383
15639,DB00477,DB00669,1,0.9988997,0.9992851,0.999895,0.999359933
15640,7731,8472,0,4.12E-07,4.46E-08,5.26E-07,3.28E-07
15641,1070,1430,0,1.05E-07,3.96E-08,1.46E-07,9.69E-08
15642,720,6549,0,0.7464334,0.004248709,0.01769346,0.25612519
15643,DB00539,DB00559,1,0.9985099,0.99964803,0.9998258,0.99932791
15644,DB05528,DB09288,1,0.6633917,0.55252874,0.6709521,0.628957513
15645,1728,2944,0,6.75E-05,0.028362572,0.000282139,0.009570737
15646,DB00241,DB00270,1,0.99852204,0.995208,0.99767196,0.997134
15647,5051,1499,0,0.9799466,0.82866645,0.3146727,0.707761917
15648,DB00232,DB00237,1,0.999925,0.9989705,0.9997659,0.9995538
15649,8089,7474,0,0.41345078,0.23447675,0.38848647,0.345471333
15650,3724,502,0,6.39E-06,1.70E-06,3.41E-06,3.83E-06
15651,644,5764,0,1.20E-05,8.09E-06,0.000747591,0.000255894
15652,DB00503,DB04884,1,0.9996751,0.9996493,0.99927914,0.999534513
15653,5686,2438,0,3.44E-05,0.748358,0.21366933,0.320687243
15654,240,5452,0,0.00086391,0.000473112,5.69E-05,0.000464641
15655,DB00321,DB00933,1,0.9999558,0.9995183,0.99993515,0.999803083
15656,DB00571,DB04839,1,0.9789618,0.97784984,0.90129995,0.952703863
15657,6286,6954,0,3.44E-06,1.76E-05,1.29E-05,1.13E-05
15658,DB00252,DB00909,1,0.999801,0.9998448,0.9997579,0.999801233
15659,9446,9133,0,3.30E-07,0.00010097,1.84E-05,3.99E-05
15660,1136,7559,0,1.65E-05,0.002468884,0.000165313,0.000883566
15661,DB00211,DB06413,1,0.999586,0.99700576,0.9994018,0.99866452
15662,6814,4921,0,1.16E-06,6.25E-06,1.07E-05,6.04E-06
15663,7761,5103,0,4.41E-06,4.26E-05,1.40E-05,2.03E-05
15664,2870,3302,0,2.96E-06,0.000247955,9.21E-06,8.67E-05
15665,DB00390,DB00910,1,0.9859854,0.99746096,0.9859375,0.98979462
15666,DB00603,DB06697,1,0.98419255,0.92355317,0.8527887,0.92017814
15667,9245,2427,0,0.1716116,0.005122036,0.43729183,0.204675155
15668,2582,2548,0,0.99904877,0.99952114,0.99820435,0.998924753
15669,DB00252,DB00643,1,0.999871,0.99976957,0.99934125,0.999660607
15670,3357,4679,0,1.71E-07,9.53E-08,1.44E-06,5.69E-07
15671,DB00474,DB01136,1,0.9996616,0.99904084,0.9997485,0.999483647
15672,1045,7582,0,4.40E-07,4.76E-07,8.46E-06,3.13E-06
15673,9619,5393,0,0.000335813,0.019680262,0.000204861,0.006740312
15674,3899,4442,0,0.16055822,0.0633297,0.29498598,0.172957967
15675,1401,356,0,0.005163282,0.5834156,0.011645168,0.200074683
15676,2391,9525,0,0.000145137,3.45E-06,6.64E-05,7.17E-05
15677,969,8283,0,3.82E-07,3.57E-08,4.04E-07,2.74E-07
15678,4214,335,0,1.40E-05,2.13E-06,9.57E-06,8.57E-06
15679,4973,7254,0,1.73E-06,0.000330806,6.97E-05,0.000134079
15680,DB00214,DB01129,1,0.99601555,0.99639744,0.99470717,0.99570672
15681,5617,7542,0,0.001168728,1.29E-05,0.013540804,0.004907477
15682,DB01262,DB04817,1,0.9902971,0.98404586,0.9909334,0.988425453
15683,1320,6906,0,0.48694965,0.94871724,0.5150535,0.65024013
15684,5878,9451,0,2.97E-07,3.42E-05,2.37E-07,1.16E-05
15685,DB00193,DB00425,1,0.99843025,0.99943215,0.99895364,0.99893868
15686,6429,6661,0,1.58E-06,3.36E-06,3.18E-05,1.22E-05
15687,9173,8441,0,0.9994091,0.008784622,0.015969843,0.341387855
15688,DB00675,DB01104,1,0.9990779,0.9991679,0.9970354,0.998427067
15689,DB00594,DB00611,1,0.9946089,0.99782515,0.9984118,0.996948617
15690,DB00563,DB05528,1,0.6632583,0.55344296,0.6769089,0.631203387
15691,DB00223,DB01609,1,0.9999286,0.9997245,0.99958825,0.999747117
15692,DB00980,DB01124,1,0.99464047,0.99802685,0.996978,0.99654844
15693,DB00875,DB00998,1,0.99964887,0.9997115,0.9985237,0.99929469
15694,DB00508,DB00540,1,0.99996066,0.9997312,0.99991083,0.999867563
15695,DB00798,DB01133,1,0.99784964,0.99917495,0.9989784,0.998667663
15696,4943,4583,0,0.000303417,0.017856508,0.002823234,0.006994386
15697,DB01050,DB01296,1,0.9825506,0.99456686,0.9920101,0.989709187
15698,DB00653,DB01162,1,0.7592606,0.99914193,0.9939975,0.917466677
15699,DB00331,DB04711,1,0.99986947,0.98442864,0.99948484,0.994594317
15700,1447,5859,0,0.9964665,0.000255525,0.000467956,0.33239666
15701,DB01394,DB04868,1,0.9971519,0.99427164,0.99858236,0.996668633
15702,7879,5463,0,9.93E-05,0.000272572,0.000130087,0.00016732
15703,5451,7063,0,3.92E-05,3.56E-06,0.000331908,0.000124889
15704,5485,5222,0,5.50E-07,2.69E-06,6.87E-06,3.37E-06
15705,5933,4829,0,8.81E-07,1.67E-06,8.14E-06,3.56E-06
15706,4541,1076,0,0.4276429,0.8034623,0.24394733,0.491684177
15707,1459,5445,0,2.25E-06,7.83E-07,3.04E-06,2.02E-06
15708,5175,2476,0,1.08E-05,2.17E-05,0.35250595,0.117512817
15709,DB01072,DB01394,1,0.9992349,0.99952644,0.99565625,0.998139197
15710,DB00648,DB00909,1,0.99988544,0.99949896,0.99963003,0.999671477
15711,4265,6881,0,2.83E-07,1.03E-07,4.27E-07,2.71E-07
15712,511,2335,0,4.16E-06,1.75E-06,0.000161082,5.57E-05
15713,8093,3674,0,9.57E-06,6.96E-05,1.92E-05,3.28E-05
15714,DB00237,DB00470,1,0.99979806,0.99937636,0.99956036,0.99957826
15715,DB00717,DB01041,1,0.9992132,0.99996036,0.9984946,0.99922272
15716,9423,1279,0,5.19E-07,3.28E-05,4.57E-06,1.26E-05
15717,DB00752,DB00933,1,0.9999747,0.99871886,0.9999467,0.999546753
15718,5351,8171,0,2.48E-06,9.90E-05,0.000283599,0.00012836
15719,DB08933,DB09128,1,0.9986212,0.99870265,0.9990659,0.998796583
15720,5713,3218,0,0.0396024,0.10952112,0.9672425,0.372122007
15721,DB00700,DB08976,1,0.98842657,0.99979305,0.997571,0.99526354
15722,1607,6700,0,0.000416964,8.62E-07,0.000746012,0.000387946
15723,6684,835,0,0.000328451,4.91E-06,0.000192374,0.000175245
15724,4092,8514,0,0.123557806,0.000152648,0.000309587,0.041340014
15725,19,5245,0,4.51E-07,5.57E-08,3.77E-07,2.95E-07
15726,DB00822,DB01223,1,0.9909829,0.9927417,0.976093,0.986605867
15727,DB00391,DB00999,1,0.99961483,0.9997784,0.999478,0.999623743
15728,DB00214,DB00452,1,0.99826705,0.99751866,0.9986367,0.998140803
15729,2670,1047,0,4.14E-05,0.001586199,0.000503808,0.000710469
15730,DB04817,DB09042,1,0.998631,0.98480165,0.99979746,0.994410037
15731,7569,6327,0,2.49E-06,5.52E-05,0.000254393,0.000104028
15732,DB00586,DB06605,1,0.9674894,0.9990567,0.9969109,0.987819
15733,DB00813,DB01203,1,0.9986902,0.99958533,0.9983784,0.998884643
15734,DB00180,DB09063,1,0.9994968,0.9991895,0.9994931,0.999393133
15735,DB00673,DB09401,1,0.99935,0.99819255,0.9744425,0.990661683
15736,DB00182,DB00937,1,0.999848,0.9997478,0.99982643,0.99980741
15737,1009,3617,0,2.08E-05,3.37E-05,0.00132218,0.000458893
15738,4862,3766,0,0.000602514,2.12E-06,2.34E-06,0.000202325
15739,DB00697,DB01340,1,0.9983824,0.99967307,0.9996097,0.999221723
15740,2425,841,0,1.52E-05,8.01E-06,5.40E-05,2.57E-05
15741,4798,3683,0,1.48E-05,4.47E-07,0.000367224,0.00012749
15742,7202,425,0,8.61E-07,6.20E-08,4.15E-07,4.46E-07
15743,782,4345,0,3.91E-05,0.002956033,0.000116272,0.001037135
15744,9620,6629,0,0.91181064,0.77167046,0.86491716,0.849466087
15745,DB01072,DB01184,1,0.9999528,0.9994285,0.999076,0.999485767
15746,DB00557,DB01202,1,0.99377394,0.99608886,0.7443189,0.9113939
15747,301,1598,0,0.007704437,0.004400522,0.6394376,0.217180853
15748,7140,8463,0,3.46E-07,2.83E-08,3.46E-07,2.40E-07
15749,DB00813,DB04855,1,0.9972645,0.99881804,0.9993628,0.99848178
15750,DB00486,DB00938,1,0.99922943,0.9960305,0.99880743,0.998022453
15751,DB00091,DB08820,1,0.9863745,0.99307084,0.98738116,0.988942167
15752,DB00318,DB00907,1,0.9918567,0.98740935,0.9742154,0.984493817
15753,2198,1166,0,5.07E-06,1.48E-05,4.09E-05,2.03E-05
15754,DB00806,DB08918,1,0.99294317,0.99871624,0.99940157,0.997020327
