Gene Symbol,gene_name,Direct Evidence,Inference Score
ILYS-5,180928,,15.4
KLB,152831,,15.4
LYPLAL1,127018,,15.4
MTRNR2L8,100463486,,15.4
NELL2A,790930,,15.4
NID1,4811,,15.4
NMNAT2,23057,,15.4
NNT,23530,,15.4
SPSB1,80176,,15.4
TRAPPC9,83696,,15.4
UBL3A,324710,,15.4
ZIC2,7546,,15.4
B2M,567,,15.39
C10G11.8,172324,,15.39
CBLB,868,,15.39
CXCL10,3627,,15.39
DEFB7,246080,,15.39
ITPR2,3709,,15.39
MARK2A,562231,,15.39
MIR350,723921,,15.39
OGT.1,337685,,15.39
PFKFB4,5210,,15.39
TBC1D3,729873,,15.39
ATP5MGL,267020,,15.38
BACH1B,553688,,15.38
CROP,100160140,,15.38
CYP1A1,1543,,15.38
EFEMP2A,494044,,15.38
GUSBP15,11042,,15.38
PCMT,30751,,15.38
SIRT1,23411,,15.38
ADIPOQ,9370,,15.37
CCDC129,101751288,,15.37
CKMA,30095,,15.37
CYP4X1,260293,,15.37
GDPD5B,560645,,15.37
IGD,641523,,15.37
MIR105,100124463,,15.37
MIR1468,100302115,,15.37
MTUS1A,563853,,15.37
NGFG,8188,,15.37
NHS,4810,,15.37
RUNX1-IT1,80215,,15.37
SIX3B,30636,,15.37
THBS1,7057,,15.37
TIAM1A,567621,,15.37
ZNF286B,729288,,15.37
ARPC4L,445305,,15.36
CD200R1L,344807,,15.36
CYP19A1A,30390,,15.36
ERC2-IT1,711,,15.36
FAUB,550564,,15.36
IFNG1,405790,,15.36
MIR129-2,406918,,15.36
MIR190B,100126346,,15.36
OLR347,405031,,15.36
OR5AK2,390181,,15.36
PFN1,5216,,15.36
PITPNA-AS1,100306951,,15.36
PLEKHG7,440107,,15.36
PMF1-BGLAP,100527963,,15.36
RGD1564827,498689,,15.36
RHOCB,436718,,15.36
SPATA48,100130988,,15.36
VMN1R71,252910,,15.36
ZNF852,285346,,15.36
BHLHE41,79365,,15.35
BICC1A,568201,,15.35
DAF-12,181263,,15.35
DUSP2,1844,,15.35
DUXA,503835,,15.35
ERV3,71995,,15.35
FAM117B,150864,,15.35
GHRA,100001424,,15.35
GUCY1B3,422408,,15.35
HOMEZA,368671,,15.35
IGK-V1,16081,,15.35
MIR431,574038,,15.35
MIR471,723939,,15.35
MIR504,574507,,15.35
MRGPRX3,117195,,15.35
OLFR134,258829,,15.35
OLFR1450,258368,,15.35
PRKCEA,100005075,,15.35
PRLHR,2834,,15.35
RGD1560015,499018,,15.35
SLC2A4RG-PS,329584,,15.35
SMTNL,399690,,15.35
SNORA54,677833,,15.35
TGFB1I1,7041,,15.35
WASH5P,375690,,15.35
ZFP507,668501,,15.35
ACAD10,80724,,15.34
ADAM3,11497,,15.34
ANGPT2,285,,15.34
ART2B,11872,,15.34
ASMT,438,,15.34
BCLAF1,9774,,15.34
C1ORF162,128346,,15.34
CCKAR,886,,15.34
CD209A,170786,,15.34
CLNK,116449,,15.34
COL2A1A,562496,,15.34
CSAP1,171161,,15.34
DCAF4L1,285429,,15.34
DYNLL1,8655,,15.34
EAR3,53876,,15.34
ECE2,9718,,15.34
EPB41L4A,64097,,15.34
F8A,14070,,15.34
FPGT-TNNI3K,100526835,,15.34
GBAP1,2630,,15.34
GGTLC2,91227,,15.34
GPR119,139760,,15.34
H2BU2,78303,,15.34
H2BW1,158983,,15.34
HNF1BB,324283,,15.34
IDI2-AS1,55853,,15.34
IGF2A,30710,,15.34
KIAA1958,158405,,15.34
KRTAP10-10,353333,,15.34
LAMB4,22798,,15.34
LILRB3,11025,,15.34
LILRB4B,14727,,15.34
MIR3613,100500908,,15.34
MLN,4295,,15.34
MST1R,4486,,15.34
NIBAN3,199786,,15.34
NKX2.5,30696,,15.34
NLRP1B,637515,,15.34
NRDC,4898,,15.34
OLFR1151,258631,,15.34
OLFR550,259108,,15.34
OLFR887,258415,,15.34
OLFR967,258086,,15.34
OR5B12,390191,,15.34
OTUD5A,555459,,15.34
OVOS2,144203,,15.34
PET117,100303755,,15.34
PNP4B,402940,,15.34
PRAMEL5,384077,,15.34
PRICKLE1A,368249,,15.34
PTTG2,10744,,15.34
RASSF8,11228,,15.34
SAP25,100316904,,15.34
SCARNA20,677681,,15.34
SEPN1,100178085,,15.34
SEPTIN12,124404,,15.34
SNORA16A,692073,,15.34
SOX2OT,320478,,15.34
TAS2R14,50840,,15.34
TCEAL4,79921,,15.34
TESPA1,9840,,15.34
THAP10,56906,,15.34
TMEM204,79652,,15.34
TMEM61,199964,,15.34
UQCR,708396,,15.34
ZFP40,22700,,15.34
ZFP827,622675,,15.34
ZNF212,7988,,15.34
ZNF335,63925,,15.34
ZNF343,79175,,15.34
ZNF570,148268,,15.34
ZNF776,284309,,15.34
ACOX3,8310,,15.33
AKAP4,8852,,15.33
ALDH2.2,368239,,15.33
ARHGAP20,57569,,15.33
BCAP31,10134,,15.33
C19ORF67,646457,,15.33
C2ORF92,728537,,15.33
CCNY,219771,,15.33
CTSQ,104002,,15.33
CYP2AA11,553537,,15.33
CYP2AE1,572114,,15.33
DGCR5,26220,,15.33
DIAPH2-AS1,10824,,15.33
DNASE2,1777,,15.33
DPM3,54344,,15.33
FLOT2B,393612,,15.33
FUT1,2523,,15.33
HES3,390992,,15.33
HES7,84667,,15.33
HSPB9,94086,,15.33
IGLL3P,91353,,15.33
IQCN,80726,,15.33
ISOC2B,67441,,15.33
LYPLA2P1,653639,,15.33
MARF1,9665,,15.33
MGAT5,4249,,15.33
MIR103A2,406896,,15.33
NPFFR2A,560955,,15.33
OLFR617,258838,,15.33
PRTGA,563834,,15.33
RAET1K,646024,,15.33
RGS7BPB,337556,,15.33
RT1-A2,24974,,15.33
RT1-CE3,414793,,15.33
RT1-CL,24977,,15.33
S100A2,6273,,15.33
SDHDA,436762,,15.33
SEC61A1L,266796,,15.33
SELENOK,58515,,15.33
SIX4A,65233,,15.33
SKAP1,8631,,15.33
SLC17A8,246213,,15.33
SMAGP,57228,,15.33
SNORD10,652966,,15.33
SOUL5L,100007591,,15.33
SRGAP1,57522,,15.33
STOML3,161003,,15.33
TADA3L,334785,,15.33
TAF13,6884,,15.33
TEX2,55852,,15.33
UBAP1,51271,,15.33
ZBTB18,10472,,15.33
ZFP872,619310,,15.33
ZNF319,57567,,15.33
ZNF433,163059,,15.33
ZNF565,147929,,15.33
AKT1,207,,15.32
ARHGEF10,9639,,15.32
B9D1,27077,,15.32
C16ORF54,283897,,15.32
CAPZA3,93661,,15.32
CES2G,72361,,15.32
CNDP1,84735,,15.32
CTDSPLB,767676,,15.32
CYP2AD2,259306,,15.32
EEF1G,1937,,15.32
EGFEM1,75740,,15.32
EVI5,7813,,15.32
FAM209A,200232,,15.32
FGFR1OP2,26127,,15.32
FKBP9,11328,,15.32
GPSM1,26086,,15.32
IL17C,27189,,15.32
KIR3DL2,3812,,15.32
LCN6,158062,,15.32
LINC00460,728192,,15.32
LINC00641,283624,,15.32
LINC01503,100506119,,15.32
LOXL1-AS1,100287616,,15.32
LOXL3B,336266,,15.32
LSMEM2,132228,,15.32
MIR181B2,406956,,15.32
MIR762,100313837,,15.32
MUM1L1,425514,,15.32
OLFR156,29846,,15.32
OTULINL,54491,,15.32
PIGP,51227,,15.32
RASA2,5922,,15.32
RFPL4,192658,,15.32
RGD1565166,287059,,15.32
RSRC1,51319,,15.32
RTBDN,83546,,15.32
SELENOI,85465,,15.32
SELENOP2,791479,,15.32
SEPTIN2,4735,,15.32
SH2D5,400745,,15.32
SLC16A12A,557762,,15.32
SNORD82,25826,,15.32
SPATA9,83890,,15.32
SUGP2,10147,,15.32
TERB1,283847,,15.32
TMEM263,90488,,15.32
TRIM40,135644,,15.32
TXNRD1,7296,,15.32
UST,10090,,15.32
UXT-AS1,100133957,,15.32
ZFP654,72020,,15.32
ZFP768,233890,,15.32
ZNF528,84436,,15.32
ZNF674-AS1,401588,,15.32
ZNF837,116412,,15.32
ANKFY1,51479,,15.31
ANP32A-IT1,80035,,15.31
APOBEC3D,140564,,15.31
CALHM4,221301,,15.31
CMLC1,64671,,15.31
DNAJB1,3337,,15.31
DYDC1,143241,,15.31
GPAA1,8733,,15.31
KDRL,796537,,15.31
KLF4,9314,,15.31
KRTAP5-5,439915,,15.31
LINC00691,152024,,15.31
MIR557,693142,,15.31
OLFR1333,258265,,15.31
OR1L4,254973,,15.31
OXGR1,27199,,15.31
PFDN2,5202,,15.31
POT1B,72836,,15.31
RGD1562608,498831,,15.31
RNF187,149603,,15.31
TFDP1,7027,,15.31
TTC17,55761,,15.31
ZNF639,51193,,15.31
MAGEA11,4110,,15.3
MPO,4353,,15.3
OLFR26,18324,,15.3
PGRMC1,10857,,15.3
RPL10A,4736,,15.3
SOX9,6662,,15.3
TIPRL,261726,,15.3
ALDH1L1,10840,,15.29
ALDH5A1,7915,,15.29
ITGB6,3694,,15.29
KCTD8,386617,,15.29
PTGS2,5743,,15.29
FBXO22,26263,,15.28
PCSK2,5126,,15.28
FAM171A1,221061,,15.27
LILRB4,11006,,15.27
ARMC9,80210,,15.26
ART4,420,,15.26
BCL9L,283149,,15.26
GP1BB,2812,,15.26
MIR380,494329,,15.26
PRPF39,55015,,15.26
TFB2M,64216,,15.26
VWCE,220001,,15.26
ZNF592,9640,,15.26
CAST,831,,15.25
CDC5L,988,,15.25
DLEU2,8847,,15.25
EIF3L,51386,,15.25
EPHB1,2047,,15.25
MRPL45,84311,,15.25
PSMB5,5693,,15.25
SHROOM2,357,,15.25
SLC17A2,10246,,15.25
SLC22A6,9356,,15.25
SYT17,51760,,15.25
URI1,8725,,15.25
ZDHHC13,54503,,15.25
ZRANB3,84083,,15.25
ADGRA3,166647,,15.24
ARHGEF1,9138,,15.24
ARMCX2,9823,,15.24
CAMK1,8536,,15.24
CDK18,5129,,15.24
COMMD3,23412,,15.24
CYSTM1,84418,,15.24
GLT8D1,55830,,15.24
GMFB,2764,,15.24
KLHL9,55958,,15.24
LAMC1,3915,,15.24
NAP1L1,4673,,15.24
RAB3C,115827,,15.24
SRSF1,6426,,15.24
ALDH18A1,5832,,15.23
AMT,275,,15.23
BIRC2,329,,15.23
CABIN1,23523,,15.23
CCDC69,26112,,15.23
ECM2,1842,,15.23
FAM117A,81558,,15.23
GNG4,2786,,15.23
PHF1,5252,,15.23
ARF1,375,,15.22
SLC47A2,146802,,15.22
FTH1,2495,,15.21
KCNN4,3783,,15.2
NFKB1,4790,,15.2
NOP56,10528,,15.2
PCSK1N,27344,,15.2
RFX3,5991,,15.2
SPP1,6696,,15.2
ACTRT2,140625,,15.19
MC4R,4160,,15.19
NCF1,653361,,15.19
PVR,5817,,15.19
TBRG1,84897,,15.19
CCT2,10576,,15.18
EPRS1,2058,,15.18
HGF,3082,,15.18
ICAM1,3383,,15.18
NOX4,50507,,15.18
PDE12,201626,,15.18
PLXNA3,55558,,15.18
PPP1R18,170954,,15.18
SDHAF3,57001,,15.18
ALMS1,7840,,15.17
BCCIP,56647,,15.17
DCUN1D2,55208,,15.17
MREG,55686,,15.17
PDXP,57026,,15.17
RPL23A,6147,,15.17
SCAP,22937,,15.17
SLC33A1,9197,,15.17
SPOCK2,9806,,15.17
SSR4,6748,,15.17
ZNF382,84911,,15.17
ACBD5,91452,,15.16
BCL7A,605,,15.16
CLEC2L,154790,,15.16
DOP1B,9980,,15.16
EGFL8,80864,,15.16
LINGO1,84894,,15.16
MGAT4A,11320,,15.16
MTPN,136319,,15.16
NDUFB10,4716,,15.16
NFS1,9054,,15.16
PXK,54899,,15.16
RAB43,339122,,15.16
REC8,9985,,15.16
RT1-DMB,294273,,15.16
SLC39A5,283375,,15.16
SNX25,83891,,15.16
SPIRE1,56907,,15.16
SYNGR3,9143,,15.16
TWIST2,117581,,15.16
ZC2HC1A,51101,,15.16
ZDHHC21,340481,,15.16
ZNF681,148213,,15.16
ARL3,403,,15.15
CCL2,6347,,15.15
CLDN10,9071,,15.15
EIF1,10209,,15.15
KCNB1,3745,,15.15
MATN3,4148,,15.15
MMP2,4313,,15.15
OS9,10956,,15.15
RASAL1,8437,,15.15
SKA3,221150,,15.15
SLITRK2,84631,,15.15
SPTSSA,171546,,15.15
SUPT20,56790,,15.15
TGIF2,60436,,15.15
THSD4,79875,,15.15
TRIL,9865,,15.15
ZNF652,22834,,15.15
CHEK2,11200,,15.14
CILP,8483,,15.14
GPT2,84706,,15.14
MAP1LC3A,84557,,15.14
MYLIP,29116,,15.14
TMEM92,162461,,15.14
TRIM2,23321,,15.14
ADRB3,155,,15.13
C7ORF50,84310,,15.13
IGBP1,3476,,15.13
LIN37,55957,,15.13
NPPA,4878,,15.13
RAMP2,10266,,15.13
SLC66A1L,152078,,15.13
STYX,6815,,15.13
TIPRL,261726,,15.13
VKORC1L1,154807,,15.13
ZNF85,7639,,15.13
HTR1D,3352,,15.12
KDR,3791,,15.12
LCT,3938,,15.12
MMP3,4314,,15.12
OSBPL10,114884,,15.12
NPPB,4879,,15.11
NR1H5,381463,,15.11
OLIG2,10215,,15.11
TMEM260,54916,,15.11
TRPC7,57113,,15.11
ZFR,51663,,15.11
ABCB1,5243,,15.1
CLEC4A1,269799,,15.1
DDRGK1,65992,,15.1
GPA33,10223,,15.1
LRP2,4036,,15.1
MILR1,284021,,15.1
MIR200C,406985,,15.1
NDUFC2,4718,,15.1
PLPPR5,163404,,15.1
ST8SIA2,8128,,15.1
TCAF2,285966,,15.1
TMEM14C,51522,,15.1
USP43,124739,,15.1
AKR1C14,105387,,15.09
ATP6V1G1,9550,,15.09
AVPR2,554,,15.09
CBX2,84733,,15.09
CSTB,1476,,15.09
ELF3,1999,,15.09
KCNQ5,56479,,15.09
KRT17,3872,,15.09
NR2F1,7025,,15.09
PIP5K1B,8395,,15.09
POLE3,54107,,15.09
SENP7,57337,,15.09
SIRT3,23410,,15.09
TMCC2,9911,,15.09
TMEM43,79188,,15.09
UGT8,7368,,15.09
ULBP1,80329,,15.09
B4GALNT1,2583,,15.08
CEP152,22995,,15.08
ERG28,11161,,15.08
GDF6,392255,,15.08
GIT2,9815,,15.08
NCOA6,23054,,15.08
NRM,11270,,15.08
PALD1,27143,,15.08
PANK3,79646,,15.08
RBFOX2,23543,,15.08
TRGV9,6983,,15.08
TRPM6,140803,,15.08
ADGRD1,283383,,15.07
AKR1C2,1646,,15.07
ARHGEF39,84904,,15.07
ATXN7L1,222255,,15.07
CALCOCO1,57658,,15.07
DNAH1,25981,,15.07
FGA,2243,,15.07
GKAP1,80318,,15.07
HINT2,84681,,15.07
HSF1,3297,,15.07
HTR1B,3351,,15.07
ITGA11,22801,,15.07
LPCAT4,254531,,15.07
MRPS12,6183,,15.07
PBLD,64081,,15.07
RALGPS1,9649,,15.07
RPL41,6171,,15.07
TIMP2,7077,,15.07
WDR46,9277,,15.07
FCGBP,8857,,15.06
KAT7,11143,,15.06
OSBPL9,114883,,15.06
PI4KB,5298,,15.06
PSD,5662,,15.06
TNFAIP3,7128,,15.06
CXCL2,2920,,15.05
CYP4A3,298423,,15.05
OAZ1,4946,,15.05
CORO1A,11151,,15.04
DYNLL1,8655,,15.04
FBN2,2201,,15.04
MT1F,4494,,15.04
PLSCR1,5359,,15.04
TGFB2,7042,,15.04
CYCT,13067,,15.03
GHRH,2691,,15.03
NPHS1,4868,,15.03
RUNX2,860,,15.03
CCN2A,321449,,15.02
CD209F,69142,,15.02
CD40,958,,15.02
CIB1,10519,,15.02
CYBB,1536,,15.02
H2AC23,665433,,15.02
HSP90AB1,3326,,15.02
IMPG2,50939,,15.02
KCNA6,3742,,15.02
LINC01554,202299,,15.02
LRP5L,91355,,15.02
MFRP,83552,,15.02
MGAT4B,11282,,15.02
NDUFB1,4707,,15.02
NNAT,4826,,15.02
RSPH10B,222967,,15.02
RT1-N3,24750,,15.02
SCN2A,6326,,15.02
SLC15A2,6565,,15.02
SMTNL1,219537,,15.02
SUMO3,6612,,15.02
UQCC2,84300,,15.02
VRTN,55237,,15.02
AKAP3,10566,,15.01
ANKRD65,441869,,15.01
B3GNT6,192134,,15.01
DPY19L2P2,349152,,15.01
FGF4,2249,,15.01
FIZ1,84922,,15.01
GADD45BB,497646,,15.01
GOLGA7B,401647,,15.01
HSD11B1,3290,,15.01
KIAA1143,57456,,15.01
LINGO3,645191,,15.01
MAPRE2,10982,,15.01
MIR370,442915,,15.01
NAT16,375607,,15.01
NUPR1L,69034,,15.01
PAK6,56924,,15.01
PPP1R14D,54866,,15.01
PTH2,113091,,15.01
ZNF784,147808,,15.01
BCAP29,55973,,15
DESI2,51029,,15
NAT10,55226,,15
NXPH3,11248,,15
PBX2,5089,,15
PPP4C,5531,,15
REEP3,221035,,15
SCN4A,6329,,15
SETD2,29072,,15
SH3YL1,26751,,15
TPO,7173,,15
ZIC1,7545,,15
CEPT1,10390,,14.99
CHIL3,12655,,14.99
CYP19A1,1588,,14.99
DENND2D,79961,,14.99
FAM171B,165215,,14.99
FRMD5,84978,,14.99
GLMP,112770,,14.99
MAT2B,27430,,14.99
MIR351,723910,,14.99
N4BP1,9683,,14.99
NEURL1B,54492,,14.99
RBM11,54033,,14.99
SIRT5,23408,,14.99
SNHG12,85028,,14.99
TTPAL,79183,,14.99
ZNF142,7701,,14.99
IAPP,3375,,14.98
OPRD1,4985,,14.98
TEK,7010,,14.98
ZNF138,7697,,14.98
ALDH2,217,,14.97
CAR11,12348,,14.97
DNAI7,55259,,14.97
FGF19,9965,,14.97
FGG,2266,,14.97
GOT2,2806,,14.97
RBM22,55696,,14.97
CASP14,23581,,14.96
CYP1A1,1543,,14.96
GLA,2717,,14.96
MYC,4609,,14.96
PID1,55022,,14.96
ADAP1,11033,,14.95
EGFLAM,133584,,14.95
PDE1A,5136,,14.95
TLR4,7099,marker/mechanism,14.95
BTK,695,,14.94
CCDC88C,440193,,14.94
EST-6,39392,,14.94
HNRNPD,3184,,14.94
ID2,3398,,14.94
SLC52A3,113278,,14.94
TMEM30B,161291,,14.94
CCL26,10344,,14.93
FXYD5,53827,,14.93
HSP90AA1,3320,,14.93
HTATSF1,27336,,14.93
PCF11,51585,,14.93
PTH,5741,,14.93
SNX9,51429,,14.93
CACNG6,59285,,14.92
CYP2E1,1571,,14.92
DTWD1,56986,,14.92
ELP4,26610,,14.92
ERBIN,55914,,14.92
GEMIN6,79833,,14.92
IFT122,55764,,14.92
IPO9,55705,,14.92
LRRC20,55222,,14.92
NHLRC2,374354,,14.92
NOP16,51491,,14.92
PKNOX2,63876,,14.92
PPARGC1A,10891,,14.92
PSMD5,5711,,14.92
RNF14,9604,,14.92
SESTD1,91404,,14.92
SLC22A17,51310,,14.92
SLC35D2,11046,,14.92
SLC4A11,83959,,14.92
SPEN,23013,,14.92
STX12,23673,,14.92
TMEM64,169200,,14.92
TRPV6,55503,,14.92
USP13,8975,,14.92
WDR45,11152,,14.92
LEP,3952,,14.91
NGF,4803,,14.91
NOS1,4842,,14.91
PHC2,1912,,14.91
PNMA8B,57469,,14.91
RALGPS1,9649,,14.91
RNF6,6049,,14.91
TLR4,7099,,14.91
TPH1,7166,marker/mechanism,14.91
VPS13D,55187,,14.91
ZMPSTE24,10269,,14.91
ASNS,440,,14.9
CEP68,23177,,14.9
CXCL1,2919,,14.9
MOSPD1,56180,,14.9
NSD3,54904,,14.9
SLC7A2,6542,,14.9
UNC13B,10497,,14.9
ANG,283,,14.89
BTLA,151888,,14.89
CMTM5,116173,,14.89
CYP3A11,13112,,14.89
PYHIN1,149628,,14.89
SPINK2,6691,,14.89
ADAM32,203102,,14.88
EFCAB6,64800,,14.88
FCGR2A,2212,,14.88
FHAD1,114827,,14.88
GKN1,56287,,14.88
TLR8,51311,,14.88
TMPRSS15,5651,,14.88
CHEK1,1111,,14.87
GUK1,2987,,14.87
HCLS1,3059,,14.87
POP5,51367,,14.87
RREB1,6239,,14.87
SMAD1,4086,,14.87
SREBF1,6720,,14.87
TMEM163,81615,,14.87
ADAMTS15,170689,,14.86
CYP2K5,100137012,,14.86
INS,3630,,14.86
LTN1,26046,,14.86
PF4,5196,,14.86
STAG1,10274,,14.86
CHMP4C,92421,,14.85
DNAJC19,131118,,14.85
FAM106A,80039,,14.85
HECW2,57520,,14.85
ICMT,23463,,14.85
KLK5,25818,,14.85
LAMB3,3914,,14.85
PRR13,54458,,14.85
PSMB6,5694,,14.85
TOMM7,54543,,14.85
USP3,9960,,14.85
ZNF232,7775,,14.85
AGAP4,119016,,14.84
ATAD3A,55210,,14.84
CASP5,838,,14.84
CENPQ,55166,,14.84
CTSF,8722,,14.84
CYP2D5,286963,,14.84
EGFEM1P,93556,,14.84
FAM189A2,9413,,14.84
H1-10,8971,,14.84
HSP90B1,7184,,14.84
IGDCC4,57722,,14.84
ITGB1BP3,415448,,14.84
LACC1,144811,,14.84
MLLT10,8028,,14.84
MYH3,4621,,14.84
NARF,26502,,14.84
NPDC1,56654,,14.84
PPARD,5467,,14.84
RAB3B,5865,,14.84
SERINC1,57515,,14.84
SLC24A5,283652,,14.84
SLC2A13,114134,,14.84
SLC30A5,64924,,14.84
SMAD3,4088,,14.84
ST7,7982,,14.84
SURF1,6834,,14.84
TANC2,26115,,14.84
AGPAT5,55326,,14.83
BSK,44801,,14.83
BTD,686,,14.83
CES2J,685645,,14.83
H4C7,8369,,14.83
HSP90AB2P,391634,,14.83
HSPE1-MOB4,100529241,,14.83
HUWE1,10075,,14.83
INSL5,10022,,14.83
NAPSB,256236,,14.83
PNRC2,55629,,14.83
RXFP2,122042,,14.83
SAC3D1,29901,,14.83
SLC15A1,6564,,14.83
SLC25A19,60386,,14.83
VTG7,559856,,14.83
ZDHHC14,79683,,14.83
AADACL3,126767,,14.82
ABITRAM,54942,,14.82
BRS3,680,,14.82
CCDC144NL,339184,,14.82
CCDC150,284992,,14.82
CCDC7,79741,,14.82
CLEC2I,93675,,14.82
CP,1356,,14.82
EOLA1,91966,,14.82
FAM228A,653140,,14.82
IQCH-AS1,100506686,,14.82
IRF1B,792160,,14.82
MIR18B,574033,,14.82
NPSN,404039,,14.82
OVCA2,124641,,14.82
S100A10A,449788,,14.82
SULT2A7,638251,,14.82
THEM6,51337,,14.82
AQP7P1,375719,,14.81
AWAT1,158833,,14.81
CATSPER3,347732,,14.81
CD47,961,,14.81
CEBPA-DT,80054,,14.81
CHKA,1119,,14.81
CKMT2B,799492,,14.81
CYP2Y3,368352,,14.81
DGAT2L6,347516,,14.81
FAM229A,100128071,,14.81
FKBP1A,2280,,14.81
GPIB,246095,,14.81
IGFL3,388555,,14.81
INAA,555251,,14.81
KRBOX5,124411,,14.81
LCE3B,353143,,14.81
MAGEA4,4103,,14.81
MAGEB2,4113,,14.81
MAP1LC3C,440738,,14.81
MMP2,4313,,14.81
MS4A17A.8,100002785,,14.81
NBPF11,200030,,14.81
NEPN,66650,,14.81
NUTM1,256646,,14.81
NXF2,56001,,14.81
PABPC1A,606498,,14.81
PCDHGC4,56098,,14.81
POM121L8P,29797,,14.81
PRL7D1,18814,,14.81
PSME3IP1,80011,,14.81
RCAN1A,445222,,14.81
RFPL3S,10737,,14.81
RNASEL3,798787,,14.81
SCG2A,793796,,14.81
SDCBP2-AS1,100507495,,14.81
SLC1A8B,564474,,14.81
SMCO3,440087,,14.81
SUGT1P3,283507,,14.81
TIMP1,7076,,14.81
ZFP251,71591,,14.81
ZFP296,63872,,14.81
ZFP764,233893,,14.81
ZNF536,9745,,14.81
ADGRG5,221188,,14.8
ANKRD36C,400986,,14.8
APEG3,619476,,14.8
C17ORF97,400566,,14.8
CHMP4BL1,679886,,14.8
CSNK2A1,1457,,14.8
CTBP1-DT,92070,,14.8
EXOC7,23265,,14.8
IZUMO2,126123,,14.8
MSC-AS1,100132891,,14.8
MYH11,4629,,14.8
PCDHB6,56130,,14.8
PNMA5,114824,,14.8
PRR19,284338,,14.8
RNF113A1,69942,,14.8
RPS6KA3,6197,,14.8
SLC35G3,146861,,14.8
SLC7A5P2,387254,,14.8
SMCO1,255798,,14.8
SOWAHD,347454,,14.8
TSBP1,10665,,14.8
ZBED3-AS1,728723,,14.8
ZFP120,104348,,14.8
ZFP865,319748,,14.8
ZNF490,57474,,14.8
ZNF620,253639,,14.8
CAML,12328,,14.79
CBR1L,337696,,14.79
CCL4,6351,,14.79
CCNJ,54619,,14.79
CFAP210,129881,,14.79
CKMT2,1160,,14.79
CYP2B19,13090,,14.79
FBXO47,494188,,14.79
FOXO3B,2310,,14.79
KIAA0232,9778,,14.79
LCP2,3937,,14.79
LDAF1,57146,,14.79
NLRC5,84166,,14.79
PCDHGB4,8641,,14.79
RNF133,168433,,14.79
SLC26A6,65010,,14.79
TBC1D9,23158,,14.79
TEX29,121793,,14.79
TMEM253,643382,,14.79
TTC23L,153657,,14.79
WDR32,405882,,14.79
ZFP568,243905,,14.79
ACTR3,10096,,14.78
AVPR2,554,,14.78
C20ORF27,54976,,14.78
DGKH,160851,,14.78
FCGR3A,2214,,14.78
MMP13,4322,,14.78
NEU4,129807,,14.78
NKX2-1,7080,,14.78
UNC5C,8633,,14.78
ZFP830,66983,,14.78
ACTB,60,,14.77
ADGRL3,23284,,14.77
AKR1C4,1109,,14.77
BCO2,83875,,14.77
BEX4,56271,,14.77
CACNA2D3,55799,,14.77
CHCHD2,51142,,14.77
CIAPIN1,57019,,14.77
DAP3,7818,,14.77
DONSON,29980,,14.77
HACD2,201562,,14.77
HOGA1,112817,,14.77
KLHL42,57542,,14.77
MORF4L2,9643,,14.77
NR1I2,8856,,14.77
NSFL1C,55968,,14.77
RBM4,5936,,14.77
RO60,6738,,14.77
RPL39,6170,,14.77
SCAF11,9169,,14.77
SH2D4A,63898,,14.77
SLC8B1,80024,,14.77
TAGLN3,29114,,14.77
TNK2,10188,,14.77
TRAK1,22906,,14.77
TRAM2,9697,,14.77
AP3D1,8943,,14.76
ATP5F1E,514,,14.76
CHST1,8534,,14.76
DSN1,79980,,14.76
H19,283120,,14.76
HADHB,3032,,14.76
NKD2,85409,,14.76
PALM2AKAP2,445815,,14.76
PCDH1,5097,,14.76
PKM,5315,,14.76
PTPN18,26469,,14.76
RBCK1,10616,,14.76
RHOJ,57381,,14.76
SCARB1,949,,14.76
STARD5,80765,,14.76
T,20997,,14.76
TBC1D5,9779,,14.76
TOMM20,9804,,14.76
TRIM47,91107,,14.76
TTF2,8458,,14.76
VANGL1,81839,,14.76
CTH,1491,,14.75
GNPAT,8443,,14.75
METTL3,56339,,14.75
MYCBP,26292,,14.75
SLC22A17,51310,,14.75
TENT5B,115572,,14.75
USP40,55230,,14.75
TALDO1,6888,,14.74
CTSLA,321453,,14.73
CYCS,54205,,14.73
GSTT1,2952,,14.73
IL25,64806,,14.73
PLAUR,5329,,14.73
ABCC11,85320,,14.72
CCL21B,100042493,,14.72
CERS5,91012,,14.72
CHCHD2,51142,,14.72
EIF2AK2,5610,,14.72
FAM86C1P,55199,,14.72
GANAB,23193,,14.72
GPT,2875,,14.72
IFI205,226695,,14.72
IGFBP1,3484,,14.72
MOK,5891,,14.72
MS4A4D,66607,,14.72
NOTCH3,4854,,14.72
OSTN,344901,,14.72
SHOX2,6474,,14.72
ANXA2P3,305,,14.71
BCL2L1,598,,14.71
CRYGC,1420,,14.71
CYBB,1536,,14.71
EDA2R,60401,,14.71
FAM89A,375061,,14.71
GFRA3,2676,,14.71
GTSF1,121355,,14.71
H3F3C,625328,,14.71
HBEGF,1839,,14.71
IRG1L,562007,,14.71
KPNA7,402569,,14.71
LY6G6E,79136,,14.71
MAP4K1,11184,,14.71
METTL24,728464,,14.71
MIR340,442908,,14.71
MRPL19,9801,,14.71
OTOP2,92736,,14.71
PCDHA3,56145,,14.71
PCDHB12,56124,,14.71
PKD1L1,168507,,14.71
RT1-M3-1,24747,,14.71
SMDT1,91689,,14.71
SNX31,169166,,14.71
