DCC_ID	Name	CAS_Number	BindingDB	ChEBI	DrugBank	KEGG Compound	KEGG Drug	PDB	PharmGKB	PubChem Compound	PubChem Substance
DCC0164	Latanoprost	CAS:130209-82-4	50150899	6384	DB00654	null	D00356	null	PA164774763	null	null
DCC0165	Verapamil	CAS:52-53-9	50005628	9948	DB00661	C07188	D02356	null	PA451868	2520	46508158
DCC0166	Epinephrine	CAS:51-43-4	null	28918	DB00668	C00788	D00095	ALE	PA449470	5816	46509097
DCC0192	Oxcarbazepine	CAS:28721-07-5	34179	7824	DB00776	C07492	D00533	null	PA450732	34312	46507580
DCC0193	Polymyxin B Sulfate	CAS:1405-20-5	null	null	DB00781	C11613	D01066	null	PA451027	4868	46507302
DCC0194	Estradiol	CAS:50-28-2	17292	16469	DB00783	C00951	D00105	ECO	PA449503	5757	46508115
DCC0195	Aciclovir	CAS:59277-89-3	null	2453	DB00787	C06810	D00222	AC2	PA448045	2022	46506002
DCC0196	Naproxen	CAS:22204-53-1	50009860	7476	DB00788	C01517	D00118	null	PA450595	null	null
DCC0220	Loteprednol Etabonate	CAS:82034-46-6	null	50848	DB00873	null	D01689	null	PA164764569	null	null
DCC0221	Guaifenesin	CAS:93-14-1	null	null	DB00874	null	D00337	null	PA449818	3516	46508004
DCC0222	Eprosartan	CAS:133040-01-4	null	4814	DB00876	C07467	D04040	null	PA449481	null	null
DCC0223	Rapamycin	CAS:53123-88-9	50240955	9168	DB00877	C07909	D00753	ARD	PA451365	null	null
DCC0135	Atropine	CAS:51-55-8	50241332	16684	DB00572	C01479	D00113	OIN	PA448505	null	null
DCC0136	Clonidine	CAS:4205-90-7	null	46631	DB00575	null	D00281	CLU	PA449051	2803	46508119
DCC0133	Cephalexin	CAS:15686-71-2	50139896	3534	DB00567	C06895	D00263	null	PA448883	27447	46506749
DCC0134	Propranolol	CAS:525-66-6	25761	8499	DB00571	C07407	null	null	PA451145	4946	46505387
DCC0167	Sumatriptan	CAS:103628-46-2	null	10650	DB00669	C07319	D00451	null	PA451566	5358	46506520
DCC0168	Tamoxifen	CAS:10540-29-1	20607	9396	DB00675	C07108	D00966	OHT	PA451581	2733526	46505515
DCC0169	Losartan	CAS:114798-26-4	null	6541	DB00678	C07072	D08146	null	PA450268	3961	46506538
DCC0170	Amphotericin B	CAS:1397-89-3	null	null	DB00681	C06573	D00203	null	PA448415	5280965	46505473
DCC0197	Perindopril	CAS:107133-36-8	null	8024	DB00790	C07706	D03753	null	PA450877	107807	46508767
DCC0198	Candesartan	CAS:139481-59-7	50240609	3347	DB00796	C07468	D00626	null	PA448765	2541	46508342
DCC0226	Quinapril	CAS:85441-61-8	null	8713	DB00881	C07398	D03752	null	PA451205	54892	46506309
DCC0224	Chlorhexidine	CAS:55-56-1	null	3614	DB00878	C06902	D07668	null	PA164776863	null	null
DCC0225	Emtricitabine	CAS:143491-57-0	50046283	31536	DB00879	C12599	D01199	null	PA10069	60877	46507606
DCC0137	Enalapril	CAS:75847-73-3	null	4784	DB00584	C06977	null	EAL	PA449456	null	null
DCC0138	Diclofenac	CAS:15307-86-5	13066	4507	DB00586	C01690	null	DIF	PA449293	3033	46504644
DCC0139	Fluticasone Propionate	CAS:80474-14-2	null	31441	DB00588	null	D01708	null	PA449686	null	null
DCC0173	Mycophenolate mofetil	CAS:128794-94-5	null	168396	DB00688	C07908	D00752	null	PA450566	5281078	46505626
DCC0174	Furosemide	CAS:54-31-9	25902	47426	DB00695	null	D00331	FUN	PA449719	3440	46506779
DCC0171	Warfarin	CAS:81-81-2	50088240	10033	DB00682	C01541	null	null	PA451906	null	null
DCC0172	Tobramycin	CAS:32986-56-4	50090265	28864	DB00684	C00397	D00063	TOY	PA451704	36294	46507662
DCC0199	Gentamicin	CAS:1403-66-3	null	17833	DB00798	C00505	null	null	PA449753	3467	46506523
DCC0200	Colistin	CAS:1264-72-8	null	null	DB00803	C13768	D02138	null	PA164760862	5311054	46505467
DCC0201	Indapamide	CAS:26807-65-8	25901	null	DB00808	null	D00345	null	PA449975	3702	46508626
DCC0202	Tropicamide	CAS:1508-75-4	null	null	DB00809	null	D00397	null	PA164749389	5593	46505924
DCC0227	Isosorbide Dinitrate	CAS:87-33-2	null	6061	DB00883	C07456	D00516	null	PA450125	6883	46506412
DCC0228	Didanosine	CAS:69655-05-6	null	490877	DB00900	C06953	D00296	2DI	PA449301	50599	46506255
DCC0229	Methdilazine	CAS:1982-37-2	null	null	DB00902	C07175	D04979	null	PA164743018	14677	46505472
DCC0230	Bimatoprost	CAS:155206-00-1	null	51230	DB00905	null	null	15M	PA164748867	5311027	46505334
DCC0231	Tiagabine	CAS:115103-54-3	50039251	null	DB00906	C07503	null	null	PA451682	60648	46505560
DCC0140	Fluocinolone Acetonide	CAS:67-73-2	null	null	DB00591	null	D01825	null	PA164754912	6215	46506244
DCC0141	Ethosuximide	CAS:77-67-8	50240424	4887	DB00593	C07505	D00539	null	PA449533	3291	46507617
DCC0142	Amiloride	CAS:2016-88-8	16173	2639	DB00594	C06821	null	AMR	PA448368	16231	46508156
DCC0143	Oxytetracycline	CAS:79-57-2	null	27701	DB00595	C06624	null	null	PA450757	5280972	46507025
DCC0175	Ergotamine	CAS:113-15-5	null	null	DB00696	C07544	null	null	PA164747651	8223	46507632
DCC0176	Nitrofurantoin	CAS:67-20-9	null	null	DB00698	null	D00439	null	PA450640	5353830	46504447
DCC0177	Naltrexone	CAS:16590-41-3	null	7465	DB00704	C07253	D05113	null	PA450588	5360515	46505333
DCC0178	Delavirdine	CAS:136817-59-9	1944	119573	DB00705	C06941	null	SPP	PA449223	5625	46508878
DCC0179	Lamivudine	CAS:134678-17-4	50046287	63577	DB00709	C07065	D00353	null	PA450163	60825	46507855
DCC0180	Norethindrone	CAS:68-22-4	null	7627	DB00717	C05028	D00182	NDR	PA450651	6230	46504816
DCC0203	Ribavirin	CAS:36791-04-5	null	null	DB00811	null	D00423	RTP	PA451241	37542	46505883
DCC0204	Fentanyl	CAS:437-38-7	50008984	119915	DB00813	null	D00320	null	PA449599	3345	46506372
DCC0205	Sodium lauryl sulfate	CAS:151-21-3	null	8984	DB00815	C11166	D01045	null	PA451398	null	null
DCC0206	Propofol	CAS:2078-54-8	null	8495	DB00818	C07523	D00549	PFL	PA451141	4943	46504991
DCC0207	Ethynodiol Diacetate	CAS:297-76-7	null	31580	DB00823	C12724	D01294	null	PA164749157	9270	46506993
DCC0234	Amantadine	CAS:768-94-5	null	2618	DB00915	C06818	null	null	PA448360	null	null
DCC0235	Metronidazole	CAS:443-48-1	null	6909	DB00916	null	D00409	null	PA450484	4173	46508911
DCC0232	Quinidine	CAS:56-54-2	null	28593	DB00908	C06527	null	null	PA451209	441074	46505356
DCC0233	Repaglinide	CAS:135062-02-1	50153520	null	DB00912	C07670	D00594	null	PA451234	65981	46508150
DCC0144	Linezolid	CAS:165800-03-3	50116067	null	DB00601	C08146	D00947	ZLD	PA450233	441401	46504452
DCC0145	Bisoprolol	CAS:66722-44-9	25751	3127	DB00612	C06852	D02342	null	PA448641	2405	46508844
DCC0146	Amodiaquine	CAS:86-42-0	null	2674	DB00613	C07626	D02922	CQA	PA448404	2165	46506940
DCC0147	Rifabutin	CAS:72559-06-9	null	8857	DB00615	C07235	D00424	RBT	PA451249	6323490	46506468
DCC0181	Lisinopril	CAS:83915-83-7	null	43755	DB00722	null	D00362	LPR	PA450242	5362119	46504893
DCC0182	Homatropine Methylbromide	CAS:80-49-9	null	50373	DB00725	null	D02070	null	PA164749405	null	null
DCC0183	Pralidoxime	CAS:6735-59-7	50241085	8354	DB00733	C07400	null	null	PA164744926	null	null
DCC0211	Loperamide	CAS:53179-11-6	50017698	6532	DB00836	C07080	null	null	PA450262	3955	46504591
DCC0209	Diazepam	CAS:439-14-5	null	49575	DB00829	C06948	D00293	DZP	PA449283	3016	46505210
DCC0210	Brompheniramine	CAS:86-22-6	50017666	3183	DB00835	C06857	null	null	PA448675	6834	46508137
DCC0212	Clofazimine	CAS:2030-63-9	null	3749	DB00845	C06915	D00278	null	PA164748759	null	null
DCC0236	Buprenorphine	CAS:52485-79-7	null	3216	DB00921	C08007	D07132	null	PA448685	40400	46505782
DCC0237	Famotidine	CAS:76824-35-6	null	4975	DB00927	null	D00318	null	PA449586	5702160	46507397
DCC0238	Misoprostol	CAS:59122-46-2	null	null	DB00929	null	D00419	null	PA450523	5282381	46505041
DCC0239	Salmeterol	CAS:89365-50-4	25771	null	DB00938	C07241	D05792	null	PA451300	5152	46508024
DCC0148	Imatinib	CAS:152459-95-5	13530	45783	DB00619	null	D01441	STI	PA10804	5291	46505055
DCC0149	Triamcinolone	CAS:124-94-7	null	null	DB00620	null	D00385	null	PA451749	31307	46507950
DCC0150	Efavirenz	CAS:154598-52-4	2483	119486	DB00625	C08088	D00896	EFZ	PA449441	64139	46506827
DCC0151	Bacitracin	CAS:1405-87-4	null	28669	DB00626	C01667	D00128	null	PA448531	null	null
