DrugCombination_ID,Components_Name,DrugBank_ID,Label,Smiles
DC005258,Ritonavir; Tipranavir,DB00503/DB00932,1,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1?[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O
DC004459,Darunavir; Ritonavir,DB00503/DB01264,1,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1?[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
DC000371,Gentamicin; Vancomycin,DB00512/DB00798,1,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2?CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
DC000081,Dextromethorphan; Tropicamide,DB00514/DB00809,1,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2?CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
DC000258,Dextromethorphan; Guaifenesin,DB00514/DB00874,1,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2?COC1=CC=CC=C1OCC(O)CO
DC007176,Dextromethorphan hydrobromide; Quinidine sulfate,DB00514/DB00908,1,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2?[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
DC000255,Dextromethorphan; Promethazine,DB00514/DB01069,1,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2?CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
DC000181,Cisplatin; Oxaliplatin,DB00515/DB00526,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1
DC003407,Cisplatin; Erlotinib,DB00515/DB00530,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
DC000254,Cisplatin; Cyclophosphamide,DB00515/DB00531,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?ClCCN(CCCl)P1(=O)NCCCO1
DC003422,Cisplatin; Fluorouracil,DB00515/DB00544,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?FC1=CNC(=O)NC1=O
DC003325,Cisplatin; Pemetrexed,DB00515/DB00642,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
DC000466,Cisplatin; Irinotecan,DB00515/DB00762,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
DC000216,Cisplatin; Temozolomide,DB00515/DB00853,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?CN1N=NC2=C(N=CN2C1=O)C(N)=O
DC000218,Cisplatin; Rapamycin,DB00515/DB00877,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
DC000024,Cisplatin; Cytarabine,DB00515/DB00987,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DC000652,Cisplatin; Doxorubicin,DB00515/DB00997,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DC000249,Cisplatin; Topotecan,DB00515/DB01030,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
DC000169,Cisplatin; Procainamide,DB00515/DB01035,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
DC000244,Cisplatin; Trabectedin,DB00515/DB05109,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31
DC000290,Cisplatin; Sabarubicin,DB00515/DCC0415,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?[H][C@]1(N)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])O)O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=CC=CC=C2C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O
DC000468,2-methoxyestradiol; Cisplatin,DB00515/DB02342,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3
DC000200,Cisplatin; Phenoxodiol,DB00515/DB04915,1,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]?OC1=CC=C(C=C1)C1=CC2=C(OC1)C=C(O)C=C2
DC000470,Albendazole; Prednisolone,DB00518/DB00860,1,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2?[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC005385,Albendazole; Ivermectin,DB00518/DB00602,1,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2?CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O
DC000047,Trandolapril; Verapamil,DB00519/DB00661,1,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O?COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1
DC000242,Irinotecan; Oxaliplatin,DB00526/DB00762,1,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1?CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
DC000335,Capecitabine; Oxaliplatin,DB00526/DB01101,1,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1?CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
DC000360,Dasatinib; Oxaliplatin,DB00526/DB01254,1,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1?CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1
DC000294,Enalapril; Lercanidipine,DB00528/DB00584,1,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1?CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
DC000278,Erlotinib; Pemetrexed,DB00530/DB00642,1,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2?NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
DC002701,Docetaxel; Erlotinib,DB00530/DB01248,1,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2?[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DC007005,Cyclophosphamide; Pemetrexed,DB00531/DB00642,1,ClCCN(CCCl)P1(=O)NCCCO1?NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
DC004980,Cyclophosphamide; Prednisolone,DB00531/DB00860,1,ClCCN(CCCl)P1(=O)NCCCO1?[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC001536,Capecitabine; Cyclophosphamide,DB00531/DB01101,1,ClCCN(CCCl)P1(=O)NCCCO1?CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
DC000341,Cyclophosphamide; Paclitaxel,DB00531/DB01229,1,ClCCN(CCCl)P1(=O)NCCCO1?[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
DC004751,Ciprofloxacin; Tobramycin,DB00537/DB00684,1,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O?NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
DC000075,Ciprofloxacin; Hydrocortisone,DB00537/DB00741,1,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O?[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DC000175,Ciprofloxacin; Probenecid,DB00537/DB01032,1,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O?CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
DC000270,Ciprofloxacin; Gatifloxacin,DB00537/DB01044,1,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O?COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
DC000074,Ciprofloxacin; Dexamethasone,DB00537/DB01234,1,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O?[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC000474,Paclitaxel; Toremifene,DB00539/DB01229,1,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1?[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
DC000456,Benazepril; Hydrochlorothiazide,DB00542/DB00999,1,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC001030,Fluorouracil; Leucovorin,DB00544/DB00650,1,FC1=CNC(=O)NC1=O?[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
DC000203,2'-Deoxyinosine; Fluorouracil,DB00544/DB02380,1,FC1=CNC(=O)NC1=O?OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O
DC000310,Fluorouracil; Sorivudine,DB00544/DCC0457,1,FC1=CNC(=O)NC1=O?OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O
DC002186,Fluorouracil; Octreotide,DB00544/DB00104,1,FC1=CNC(=O)NC1=O?[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O
DC000452,Carbamazepine; Lamotrigine,DB00555/DB00564,1,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1?NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
DC000199,Lamotrigine; Oxcarbazepine,DB00555/DB00776,1,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1?NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
DC006181,Lamotrigine; Paroxetine,DB00555/DB00715,1,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1?FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
DC000489,Colistin; Tigecycline,DB00560/DB00803,1,[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2?CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
DC000488,Levofloxacin; Tigecycline,DB00560/DB01137,1,[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2?C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
DC000490,Imipenem; Tigecycline,DB00560/DB01598,1,[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2?[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
DC003139,Methotrexate; Tacrolimus,DB00563/DB00864,1,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O?CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
DC000025,Methotrexate; Rabeprazole,DB00563/DB01129,1,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O?COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1
DC000426,Carbamazepine; Gabapentin,DB00564/DB00996,1,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12?NCC1(CC(O)=O)CCCCC1
DC000271,Cephalexin; Kanamycin,DB00567/DB01172,1,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O?NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DC004170,Losartan; Propranolol,DB00571/DB00678,1,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2?CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DC000484,Hydrochlorothiazide; Propranolol,DB00571/DB00999,1,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC003395,Etodolac; Propranolol,DB00571/DB00749,1,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2?CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
DC000304,Atropine; Pralidoxime,DB00572/DB00733,1,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1?C[N+]1=C(\C=N\O)C=CC=C1
DC000303,Atropine; Diphenoxylate,DB00572/DB01081,1,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1?CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DC007203,Atropine sulfate; Meperidine hydrochloride,DB00572/DB00454,1,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1?CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DC007201,Atropine sulfate; Difenoxin hydrochloride,DB00572/DB01501,1,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1?OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DC007202,Atropine sulfate; Edrophonium chloride,DB00572/DB01010,1,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1?CC[N+](C)(C)C1=CC(O)=CC=C1
DC000411,Clonidine; Dexmedetomidine,DB00575/DB00633,1,ClC1=CC=CC(Cl)=C1NC1=NCCN1?C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
DC005159,Candesartan; Enalapril,DB00584/DB00796,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O?CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1
DC000050,Enalapril; Hydrochlorothiazide,DB00584/DB00999,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC000046,Enalapril; Felodipine,DB00584/DB01023,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O?CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
DC000289,Enalapril; Nitrendipine,DB00584/DB01054,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O?CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
DC000367,BQ-123; Enalapril,DB00584/DCC0392,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O?CC(C)C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)C(C)C
DC004362,Carvedilol; Enalapril,DB00584/DB01136,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O?COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
DC000428,Diclofenac; Tetracycline,DB00586/DB00759,1,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl?[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
DC000160,Diclofenac; Quinidine,DB00586/DB00908,1,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl?[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
DC000256,Diclofenac; Misoprostol,DB00586/DB00929,1,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl?CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
DC004864,Fluticasone Propionate; Prednisolone,DB00588/DB00860,1,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C?[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC000006,Fluticasone Propionate; Salmeterol,DB00588/DB00938,1,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C?OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
DC003043,Fluticasone Propionate; Formoterol,DB00588/DB00983,1,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C?COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
DC005246,Clarithromycin; Fluticasone Propionate,DB00588/DB01211,1,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C?[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
DC005322,Fluticasone Propionate; GSK2190915,DB00588/DCC0969,1,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C?CCOC1=CC=C(C=N1)C1=CC=C(CN2C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C3=CC(OCC4=CC=C(C)C=N4)=CC=C23)C=C1
DC007205,Azelastine hydrochloride; Fluticasone propionate,DB00588/DB00972,1,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C?CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
DC000004,Fluocinolone Acetonide; Tobramycin,DB00591/DB00684,1,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO?NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
DC000464,Amiloride; Hydrochlorothiazide,DB00594/DB00999,1,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC000077,Hydrocortisone; Oxytetracycline,DB00595/DB00741,1,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C?[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
