DrugBank ID,Name,Drug Groups,SMILES
DB11180,Tetrofosmin,approved,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
DB11181,Homatropine,approved,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C
DB11182,Rose bengal,approved; investigational,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12
DB11183,Light green SF yellowish,approved; experimental,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)S([O-])(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O
DB11184,Oftasceine,approved,OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=CC(O)=C(CN(CC(O)=O)CC(O)=O)C=C3C22OC(=O)C3=CC=CC=C23)C=C1O
DB11186,Pentoxyverine,approved; investigational,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
DB11189,Magnesium glycinate,approved,[Mg++].NCC([O-])=O.NCC([O-])=O
DB11190,Pantethine,approved; investigational,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
DB11191,Cobamamide,approved,[C@H]1(C[Co-3]2345[N+]6=C7C(C)=C8N2[C@]([H])([C@H](CC(=O)N)[C@]8(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]2[C@@H](CO)O[C@H](N8C=[N+]3C3=CC(C)=C(C)C=C83)[C@@H]2O)C)[C@@]2(C)[C@@](CC(=O)N)([C@H](CCC(=O)N)C(C(C)=C3[N+]4=C(C=C6C([C@@H]7CCC(=O)N)(C)C)[C@@H](CCC(=O)N)[C@@]3(CC(=O)N)C)=[N+]52)C)O[C@@H](N2C3=C(N=C2)C(=NC=N3)N)[C@H](O)[C@@H]1O
DB11197,Ferrous cysteine glycinate,approved,[Fe++].NCC(O)=O.[H][C@](N)(CS)C(O)=O.[H][C@](N)(C[S-])C([O-])=O
DB11200,Aluminum zirconium octachlorohydrex gly,approved,O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O
DB11201,Menthyl salicylate,approved,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O
DB11205,Alcloxa,approved,[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].NC(=O)NC1NC(=O)[N-]C1=O
DB11206,Bemotrizinol,approved,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1
DB11207,Amiloxate,approved,COC1=CC=C(\C=C\C(=O)OCCC(C)C)C=C1
DB11210,Ferrous bisglycinate,approved,[Fe++].NCC([O-])=O.NCC([O-])=O
DB11217,Arbutin,approved,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
DB11219,Enzacamene,approved,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
DB11221,Dioxybenzone,approved,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O
DB11226,Ethylhexyl methoxycrylene,approved; experimental,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1
DB11231,Lycopene,approved; investigational,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C
DB11235,Thonzylamine,approved,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
DB11239,Aluminum sulfate,approved,[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
DB11246,Copper gluconate,approved; investigational,[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
DB11248,Zinc gluconate,approved; vet_approved,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
DB11254,Hexylresorcinol,approved,CCCCCCC1=C(O)C=C(O)C=C1
DB11255,Chromium picolinate,approved,[Cr+3].[O-]C(=O)C1=NC=CC=C1.[O-]C(=O)C1=NC=CC=C1.[O-]C(=O)C1=NC=CC=C1
DB11256,Levomefolic acid,approved; investigational,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2
DB11257,Fluoride ion,approved,[F-]
DB11260,Diacetyl benzoyl lathyrol,approved,C[C@H]1C[C@@]2(OC(C)=O)[C@H]([C@H]1OC(=O)C1=CC=CC=C1)[C@@H](OC(C)=O)C(=C)CC[C@H]1[C@@H](\C=C(C)\C2=O)C1(C)C
DB11262,Bisoctrizole,approved,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1
DB11263,Polydatin,approved,OC[C@H]1O[C@@H](OC2=CC(\C=C\C3=CC=C(O)C=C3)=CC(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
DB11264,Calcium glycerophosphate,approved,[Ca++].OCC(CO)OP([O-])([O-])=O
DB11269,Diethylamino hydroxybenzoyl hexyl benzoate,approved,CCCCCCOC(=O)C1=CC=CC=C1C(=O)C1=CC=C(C=C1O)N(CC)CC
DB11273,Dihydroergocornine,approved,[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB11274,Dihydro-alpha-ergocryptine,approved,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB11275,Epicriptine,approved,[H][C@@]12CCCN1C(=O)[C@]([H])([C@H](C)CC)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB11278,DL-Methylephedrine,approved,C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C
DB11279,Brilliant green cation,approved; vet_approved,CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC
DB11282,Diethyltoluamide,approved,CCN(CC)C(=O)C1=CC(C)=CC=C1
DB11283,DL-dimyristoylphosphatidylcholine,approved,CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
DB11284,DL-dimyristoylphosphatidylglycerol,approved,CCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC
DB11285,Ethyl ferulate,approved; experimental,[H]\C(=C(\[H])C1=CC(OC)=C(O)C=C1)C(=O)OCC
DB11299,Vanillyl butyl ether,approved,CCCCOCC1=CC(OC)=C(O)C=C1
DB11315,Methscopolamine,approved,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DB11323,Glycol salicylate,approved,OCCOC(=O)C1=CC=CC=C1O
DB11326,Boric acid,approved,OB(O)O
DB11327,Dipyrithione,approved,[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-]
DB11328,Tetradecyl hydrogen sulfate (ester),approved,CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O
DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),approved; experimental,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC
DB11332,Sinapultide,approved,CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(O)=O
DB11336,Kinetin,approved,C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1
DB11340,Ubiquinol,approved; investigational,COC1=C(OC)C(O)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(C)=C1O
DB11342,Aluminum oxide,approved,[O--].[O--].[O--].[Al+3].[Al+3]
DB11343,Silanol,approved,O[SiH3]
DB11346,Rubidium,approved; investigational,[Rb]
DB11348,Calcium Phosphate,approved,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O
DB11359,Guaiacol,approved,COC1=C(O)C=CC=C1
DB11362,Selexipag,approved,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1
DB11363,Alectinib,approved; investigational,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O
DB11386,Chlorobutanol,approved; investigational; vet_approved,CC(C)(O)C(Cl)(Cl)Cl
DB11387,Chloroform,approved; vet_approved,ClC(Cl)Cl
DB11431,Moxidectin,approved; investigational; vet_approved,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O
DB11496,2-mercaptobenzothiazole,approved; experimental; vet_approved,S=C1NC2=C(S1)C=CC=C2
DB11512,Dihydrostreptomycin,approved; investigational; vet_approved; withdrawn,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)CO
DB11560,Lesinurad,approved; investigational,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2
DB11570,Padimate O,approved,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
DB11573,Aluminum chlorohydrate,approved,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-]
DB11574,Elbasvir,approved,[H][C@]1(CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CN=C(N3)[C@]3([H])CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1
DB11575,Grazoprevir,approved,COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)O3)C(C)(C)C)N=C2C=C1
DB11577,Indigotindisulfonic acid,approved,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1
DB11581,Venetoclax,approved; investigational,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1
DB11583,Cetalkonium,approved,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DB11584,Pipradrol,approved,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB11585,Drometrizole trisiloxane,approved,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DB11586,Asunaprevir,approved; investigational; withdrawn,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2
DB11587,Etafedrine,approved,CCN(C)[C@@H](C)[C@H](O)C1=CC=CC=C1
DB11589,Neon,approved; investigational,[Ne]
DB11590,Thimerosal,approved,[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O
DB11591,Bilastine,approved; investigational,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1
DB11594,Domiphen,approved; experimental,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1
DB11596,Levoleucovorin,approved; investigational,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
DB11602,Hydroxyethyl cellulose,approved,CC(O)COCC1OC(OC2C(COCC(C)O)OC(OCC(C)O)C(OCC(C)O)C2OCC(C)O)C(OCC(C)O)C(OCC(C)O)C1OCC(C)O
DB11609,Normethadone,approved; illicit,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB11610,Oxilofrine,approved,[H][C@@](C)(NC)[C@]([H])(O)C1=CC=C(O)C=C1
DB11611,Lifitegrast,approved,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1
DB11613,Velpatasvir,approved; investigational,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1
DB11614,Rupatadine,approved,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1
DB11619,Gestrinone,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB11622,Dehydrocholic acid,approved; investigational,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O
DB11629,Laropiprant,approved; investigational; withdrawn,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1
DB11630,Temoporfin,approved; investigational,OC1=CC=CC(=C1)C-1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\-1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1
DB11632,Opicapone,approved; investigational,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl
DB11633,Isavuconazole,approved; investigational,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1
DB11636,Nomegestrol,approved,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
DB11637,Delamanid,approved; investigational,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O
DB11640,Amifampridine,approved; investigational,NC1=CC=NC=C1N
DB11641,Vinflunine,approved; investigational,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
DB11642,Pitolisant,approved; investigational,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
DB11644,Tafamidis,approved; investigational,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1
DB11652,Tucatinib,approved; investigational,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1
DB11653,Bremelanotide,approved; investigational,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O
DB11656,Rebamipide,approved; investigational,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1
DB11660,Latanoprostene bunod,approved; investigational,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1
DB11672,Curcumin,approved; experimental; investigational,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
DB11677,Triheptanoin,approved; investigational,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
DB11678,Treosulfan,approved; investigational,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O
DB11689,Selumetinib,approved; investigational,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO
DB11691,Naldemedine,approved; investigational,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O
DB11699,Tropisetron,approved; investigational,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C
DB11700,Setmelanotide,approved; investigational,[H]N([H])C(=O)[C@@H]1CSSC[C@H](N([H])C(=O)[C@H](CCCN=C(N([H])[H])N([H])[H])N([H])C(C)=O)C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CN=CN2[H])C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC2=CN([H])C3=CC=CC=C23)C(=O)N1
DB11703,Acalabrutinib,approved; investigational,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
DB11705,Iomeprol,approved; investigational,CN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
DB11712,Tezacaftor,approved; investigational,CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO
DB11718,Encorafenib,approved; investigational,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C
DB11730,Ribociclib,approved; investigational,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1
DB11732,Lasmiditan,approved; investigational,CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1
DB11735,Galactose,approved; investigational,[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
DB11738,Rilmenidine,approved; investigational,C1CC1C(NC1=NCCO1)C1CC1
DB11742,Ebastine,approved; investigational,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
DB11748,Benfotiamine,approved; experimental,C\C(N(CC1=CN=C(C)N=C1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1
DB11750,Clobetasol,approved; experimental; investigational,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB11751,Cabotegravir,approved; investigational,C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N12
DB11753,Rifamycin,approved; investigational,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O
DB11757,Istradefylline,approved; investigational,[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC
DB11760,Talazoparib,approved; investigational,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1
DB11761,Tenapanor,approved; investigational,CN1C[C@@H](C2=CC(=CC=C2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C2=CC(=CC=C2)[C@@H]2CN(C)CC3=C2C=C(Cl)C=C3Cl)C2=C(C1)C(Cl)=CC(Cl)=C2
DB11768,Zytron,approved; investigational,COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl
DB11791,Capmatinib,approved; investigational,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1
DB11793,Niraparib,approved; investigational,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1
DB11796,Fostemsavir,approved; investigational,COC1=CN=C(N2C=NC(C)=N2)C2=C1C(=CN2COP(O)(O)=O)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1
DB11799,Bictegravir,approved; investigational,OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O
DB11800,Tivozanib,approved; investigational,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1
DB11815,Tilarginine,approved; investigational,CNC(=N)NCCC[C@H](N)C(O)=O
DB11817,Baricitinib,approved; investigational,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
DB11820,Nifurtimox,approved; investigational,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O
DB11823,Esketamine,approved; investigational,CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
DB11827,Ertugliflozin,approved; investigational,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1
DB11828,Neratinib,approved; investigational,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N
DB11835,Indium In-111 pentetreotide,approved; investigational,[111In+3].CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(CC2=CC=CC=C2)N=C([O-])CN(CCN(CCC(C(O)=O)C(O)=O)CC([O-])=O)CC([O-])=O)C(O)=NC(CC2=CC=CC=C2)C(O)=NC(CC2=CNC3=CC=CC=C23)C(O)=NC(CCCCN)C([O-])=NC(C(C)O)C(O)=N1
DB11837,Osilodrostat,approved; investigational,FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12
DB11842,Angiotensin II,approved; investigational,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
DB11853,Relugolix,approved; investigational,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1
DB11855,Revefenacin,approved; investigational,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
DB11859,Brexanolone,approved; investigational,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
DB11901,Apalutamide,approved; investigational,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
DB11915,Valbenazine,approved; investigational,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1
DB11921,Deflazacort,approved; investigational,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O
DB11932,Abametapir,approved; investigational,CC1=CC=C(N=C1)C1=CC=C(C)C=N1
DB11936,Bempedoic acid,approved; investigational,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
DB11942,Selinexor,approved; investigational,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F
DB11943,Delafloxacin,approved; investigational,NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F
DB11951,Lemborexant,approved; investigational,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1
DB11952,Duvelisib,approved; investigational,C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1
DB11963,Dacomitinib,approved; investigational,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
DB11967,Binimetinib,approved; investigational,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
